"X","Y"
"83","1008.5"
"425","390.5"
"499.5","466.5"
"8","442.5"
"88.5","1091"
"91.5","785"
"303.5","52.5"
"605.5","465.5"
"527.5","1157"
"110.5","903"
"110","688.5"
"538","555.5"
"642.5","507"
"569.5","1180"
"751","464.5"
"121.5","1143.5"
"100","864"
"466","849"
"505.5","535"
"345","360.5"
"448","327.5"
"326","1124"
"195","531.5"
"725.5","644.5"
"471","1090.5"
"431.5","990"
"550.5","469"
"625.5","423.5"
"730.5","288"
"724.5","1078"
"408","1048.5"
"109","801"
"735","701"
"688","22.5"
"699.5","70.5"
"84","1053.5"
"298","1032"
"538.5","338"
"553.5","1167.5"
"213.5","385"
"646","1063"
"143","308.5"
"2.5","1110.5"
"349.5","1125"
"253.5","786"
"60.5","1127.5"
"25","1047"
"84","17.5"
"392.5","1037"
"498.5","514.5"
"539","503"
"695.5","495.5"
"314","933.5"
"298.5","1165"
"210.5","239"
"180.5","337"
"93.5","1162"
"648","254.5"
"162","1055.5"
"640.5","180.5"
"72","1101.5"
"584","343"
"505.5","1125"
"509","800"
"201.5","1104.5"
"601.5","1141.5"
"311","859.5"
"537.5","616"
"121","1032.5"
"73","1115.5"
"652.5","473"
"118.5","760.5"
"77.5","913"
"505","548"
"358.5","938"
"485","344"
"331","1069.5"
"270.5","1147"
"423.5","334"
"447","1015.5"
"203.5","1047"
"198.5","535.5"
"350.5","828"
"511.5","196.5"
"122","494"
"441","347"
"269","344"
"638","171.5"
"566.5","412"
"236.5","1160.5"
"81","843"
"555.5","308"
"684.5","640"
"72.5","1091.5"
"193","172"
"774","1007.5"
"627.5","1040"
"23.5","954.5"
"655","459"
"143.5","1166.5"
"472.5","478"
"487","410.5"
"172","639"
"382","395"
"39.5","71"
"461.5","997.5"
"749.5","425"
"136","1096"
"495.5","977.5"
"352","1084"
"409","908.5"
"649","1061.5"
"123.5","1019"
"34.5","194"
"480.5","914.5"
"690.5","124.5"
"439","240"
"458.5","627"
"588","276.5"
"712.5","596.5"
"495","393"
"52","1022"
"223","129"
"270","1097.5"
"513.5","829"
"86.5","1128.5"
"24","1065.5"
"287","1054.5"
"525","1134.5"
"628","5"
"411","367.5"
"715","482"
"306","1109.5"
"654.5","1183"
"346","959"
"638","1080.5"
"34","205.5"
"187","13.5"
"178","717.5"
"392","1057.5"
"54.5","645"
"362.5","883"
"448","439.5"
"409","382.5"
"169","113.5"
"440.5","1032.5"
"748.5","460.5"
"219.5","444"
"633","211.5"
"526","961.5"
"296","1032"
"153","600.5"
"704","472"
"486","1185.5"
"81.5","1142.5"
"271.5","381"
"481.5","456.5"
"290","17.5"
"584.5","394.5"
"263","1038"
"227.5","559.5"
"236.5","209"
"1","1112.5"
"382.5","1060.5"
"699.5","1052"
"559","1065.5"
"246","216.5"
"19","91"
"533.5","400.5"
"652","1130"
"771.5","195.5"
"153","1066.5"
"281","890"
"242","244.5"
"11.5","341.5"
"503","801.5"
"272.5","993"
"1.5","1122.5"
"219.5","144"
"143.5","591.5"
"561.5","1121.5"
"502.5","423"
"170","690.5"
"288.5","468"
"181.5","79"
"235","1092"
"745.5","437.5"
"292.5","1183.5"
"39.5","122.5"
"166.5","79"
"575","320"
"183","14.5"
"512","174.5"
"134.5","770.5"
"728.5","45"
"53.5","917.5"
"299","281.5"
"57.5","858"
"732","277.5"
"684","410.5"
"487.5","369"
"391.5","928"
"557.5","1162"
"117","723.5"
"200.5","114"
"226.5","694"
"114","527.5"
"456","1109.5"
"613","1071.5"
"43","944"
"709","1170.5"
"469.5","883.5"
"158.5","59"
"632.5","196.5"
"642","335.5"
"475","432"
"230","233"
"357","580"
"198","222"
"683","145.5"
"100.5","871"
"435","783.5"
"556","1025.5"
"431","413.5"
"688","495.5"
"737.5","579"
"102","1055"
"532.5","669.5"
"106.5","412.5"
"53","819.5"
"295","1107.5"
"539","396.5"
"543","796"
"219","1164"
"278.5","706"
"287.5","819.5"
"514","904.5"
"649.5","22"
"701","513"
"163.5","866.5"
"531.5","150.5"
"94","1126"
"134","74.5"
"732","1100"
"138.5","505.5"
"433.5","641"
"59.5","38.5"
"250","303"
"733","692"
"513.5","903.5"
"253","298.5"
"296","898"
"58.5","1161.5"
"109.5","1035.5"
"753.5","397.5"
"532.5","230"
"766","484.5"
"190","219"
"410","438.5"
"280.5","1033.5"
"651","1180"
"284.5","478"
"135","1186.5"
"261","984.5"
"687.5","270.5"
"422","507"
"636.5","1175.5"
"515.5","846.5"
"313.5","536"
"453.5","479"
"146","591.5"
"461","1155.5"
"155","147"
"92.5","1016"
"295.5","1099.5"
"8","789.5"
"445.5","920"
"71","17.5"
"462","983"
"199","1037.5"
"426.5","833"
"609.5","462.5"
"165","713.5"
"481.5","53"
"490.5","177.5"
"712","295"
"702","659"
"763","1028"
"38.5","593"
"736.5","525"
"116","556"
"644","171"
"132","582"
"495","143"
"39","117"
"317","1017.5"
"212","1029"
"609.5","1047.5"
"201.5","720"
"458","554"
"28.5","543.5"
"342.5","607.5"
"713.5","124"
"121","314"
"168.5","703"
"584","304"
"231.5","601.5"
"391.5","446"
"108","869"
"261","1176"
"510.5","488.5"
"713.5","668.5"
"570.5","275"
"262","1014"
"521.5","1098"
"311.5","433.5"
"763","991.5"
"370","923"
"333.5","689.5"
"269","919"
"483","1094"
"717.5","317"
"293","1095"
"199","722"
"408.5","1063"
"555","422"
"724","1062.5"
"751","991"
"616","823.5"
"451","930.5"
"120","582.5"
"82","401.5"
"288.5","1090"
"370","1161.5"
"14.5","909"
"707","113.5"
"746.5","251"
"508.5","1179"
"208.5","120"
"458","326.5"
"156","66"
"133.5","853.5"
"651.5","28"
"592","333"
"646.5","174"
"151.5","1184"
"484","188.5"
"488","241"
"569","933.5"
"433.5","1058.5"
"33.5","844.5"
"772","1055.5"
"663","753"
"285.5","483.5"
"402","1131.5"
"510.5","324.5"
"502.5","997.5"
"745.5","707.5"
"353.5","1108"
"502","486.5"
"728","613"
"447","298"
"61.5","925"
"320.5","967.5"
"757.5","189.5"
"139.5","400.5"
"307.5","926.5"
"609.5","1084"
"735.5","189"
"373.5","937.5"
"746.5","1172"
"238.5","261.5"
"314","1142.5"
"89","1082.5"
"456","572.5"
"257","551.5"
"397","676.5"
"535","452"
"738.5","617.5"
"243","1069"
"605.5","389.5"
"552","793"
"415.5","297"
"410","1127"
"415","959"
"519.5","249"
"248.5","849"
"149","964"
"697.5","625.5"
"166.5","744.5"
"377","869"
"598.5","1152"
"549","1017"
"684.5","150"
"454.5","924.5"
"744.5","1064.5"
"732.5","107"
"262.5","601"
"36","213"
"465","941.5"
"211.5","1177.5"
"548.5","505.5"
"651","28.5"
"50.5","1035"
"481.5","465"
"174","672"
"367.5","1032"
"446","1077.5"
"671","456.5"
"540.5","958"
"16","825"
"527.5","714"
"391","831"
"724.5","1178"
"323","1090.5"
"102.5","338.5"
"588.5","1120"
"243.5","620.5"
"25","82.5"
"417.5","888"
"505","217.5"
"682.5","1136"
"205.5","549"
"535.5","67"
"173","758"
"767.5","970"
"588.5","1164.5"
"466.5","874"
"564","924.5"
"144.5","944"
"300","931"
"573","454"
"121.5","446"
"175","1129"
"558.5","772.5"
"662.5","194.5"
"125.5","231.5"
"655.5","1.5"
"500.5","427.5"
"521.5","496.5"
"760.5","280.5"
"194","1016"
"49","258"
"131.5","868"
"617","204"
"218","1028.5"
"203.5","198"
"679.5","396"
"462","300.5"
"473","334"
"6.5","832"
"267.5","977"
"496.5","257.5"
"503","197.5"
"310.5","1104.5"
"659","535.5"
"487","237.5"
"108.5","278"
"695.5","695.5"
"4","854"
"711.5","485.5"
"27.5","274.5"
"282.5","169.5"
"322.5","1089"
"380.5","282"
"174.5","1096"
"144.5","489.5"
"346.5","456.5"
"444","209.5"
"316","1126.5"
"454.5","380"
"49","298"
"269.5","1030.5"
"498","607"
"503","429.5"
"511","1077.5"
"208","1020"
"755.5","377.5"
"346","507.5"
"589.5","1011.5"
"401","729"
"457","962"
"747","267.5"
"693.5","580.5"
"493","873"
"482.5","1054.5"
"222.5","277"
"658","1043"
"687","700.5"
"724","1129"
"171","206.5"
"685","83.5"
"593.5","990"
"321.5","415.5"
"510.5","900.5"
"201","1082.5"
"512","193.5"
"484.5","1051.5"
"20","277"
"29.5","859"
"63.5","1079.5"
"675.5","83"
"110","540.5"
"692.5","708.5"
"562.5","315.5"
"574","1146"
"684","51"
"473.5","1182"
"684.5","483.5"
"17","314"
"148","791"
"447.5","154.5"
"689","6"
"526","168.5"
"653","262.5"
"477","1123"
"165","717.5"
"199","1081.5"
"474","221"
"748","1058.5"
"637.5","505.5"
"619.5","144.5"
"687","511.5"
"159.5","348"
"92.5","714.5"
"397.5","969"
"405","381"
"119","1153.5"
"120","446.5"
"522","823"
"280","167"
"515","132.5"
"699","30"
"549","1101.5"
"48.5","948"
"563.5","1106"
"196","331.5"
"129.5","1017"
"183","217.5"
"45","839.5"
"379","1125.5"
"329","1065.5"
"690","655"
"385.5","743"
"415","958"
"213","119.5"
"615","865.5"
"757","1066"
"322","1071.5"
"372","505.5"
"685","511.5"
"304.5","1124.5"
"646","1046.5"
"358.5","366.5"
"499.5","984.5"
"154.5","91.5"
"674","1047.5"
"695","563.5"
"220.5","1066.5"
"221","541"
"424","872"
"131","1165"
"711.5","92"
"198","390.5"
"42","1160.5"
"311","1179"
"5.5","977.5"
"685","382.5"
"500","177.5"
"36","185"
"225.5","604.5"
"210.5","1036"
"457","836"
"121","1065.5"
"244.5","515.5"
"94.5","890"
"627","1095"
"739.5","623"
"137.5","772"
"183","1058.5"
"211.5","1058"
"742.5","477"
"390","1047"
"684.5","572"
"193","1070"
"427","935"
"19.5","185.5"
"379","365.5"
"234","1018.5"
"700","365"
"194.5","149.5"
"182.5","166.5"
"111.5","996"
"416.5","905.5"
"529","917"
"456.5","480"
"586","383"
"22","1124.5"
"730.5","580"
"82.5","612"
"139.5","846.5"
"143.5","1049"
"296","208"
"677","430"
"552.5","434.5"
"170","68"
"650","810"
"692.5","352"
"57.5","909"
"483.5","498.5"
"50","331.5"
"687","1083.5"
"505.5","1093"
"150","847"
"481","871"
"264.5","125.5"
"697","23"
"406.5","89.5"
"127.5","433.5"
"61","108"
"465","436.5"
"438.5","49"
"424","431"
"765","241"
"197.5","33"
"552.5","1172"
"596.5","1151.5"
"160.5","1082.5"
"742","432.5"
"696.5","260.5"
"471","985"
"295.5","1152"
"454.5","486.5"
"530","1169.5"
"480.5","848.5"
"515.5","461.5"
"453.5","1173"
"28.5","1097"
"268.5","139"
"359","1177.5"
"347.5","1086.5"
"107","805.5"
"491.5","962.5"
"373.5","945.5"
"537.5","549.5"
"763.5","189.5"
"355.5","1159.5"
"502.5","476"
"758","492"
"273","896"
"332.5","890"
"455","280"
"767.5","157"
"78.5","1133"
"345","585.5"
"455","991.5"
"27.5","808"
"747","532.5"
"132","758.5"
"182","385"
"538","1045"
"497.5","916"
"485.5","954"
"475.5","615"
"61.5","339.5"
"485.5","1109"
"6.5","767"
"368.5","1085"
"63.5","29"
"201","1109"
"435.5","1123.5"
"41.5","173"
"643.5","785.5"
"315.5","116"
"133.5","1168.5"
"391.5","1143"
"755.5","1122.5"
"397","509"
"294.5","1108"
"416","1090.5"
"537.5","457"
"385","457"
"44","144"
"667","747"
"503.5","1141"
"28","935"
"249","841.5"
"59.5","1089"
"36.5","958.5"
"747","422"
"722","1059"
"255.5","142"
"671","699.5"
"448.5","932"
"622.5","1090"
"406","351.5"
"463","1090.5"
"113.5","545"
"287.5","1023"
"9","1098"
"726","118"
"748","1116"
"546.5","1132"
"8","1005"
"269.5","323.5"
"738","564.5"
"630.5","467.5"
"81","735"
"101.5","866.5"
"696.5","1073"
"498","746.5"
"232","264"
"492.5","79"
"40.5","1092.5"
"661.5","164"
"91.5","1041"
"42","1066"
"580.5","409"
"39","238"
"40.5","878.5"
"615","471.5"
"611.5","431.5"
"228.5","990"
"384.5","897.5"
"159.5","1049.5"
"129","1057"
"651","807"
"613.5","201.5"
"347.5","1178.5"
"723","581.5"
"187.5","344"
"35.5","281"
"247","298"
"530","173.5"
"176","1166.5"
"155","16"
"497","826"
"567","290"
"501.5","778"
"296.5","98.5"
"233","547.5"
"297","414.5"
"56","617.5"
"537","324"
"102.5","1012.5"
"253","271.5"
"57","956"
"320.5","752.5"
"390.5","937.5"
"727.5","961.5"
"414.5","164"
"118.5","1151.5"
"547.5","440.5"
"745.5","464"
"315","1186.5"
"360.5","1030"
"432","1126"
"467.5","982"
"232","1092"
"351.5","1121"
"477.5","975.5"
"511","85"
"772.5","457"
"532","419"
"760.5","290.5"
"644.5","21.5"
"73","824.5"
"264.5","624.5"
"265","1138.5"
"97","905.5"
"87","813"
"464.5","334.5"
"57.5","349.5"
"476.5","957"
"311","596.5"
"667","692"
"168.5","1020.5"
"461.5","149.5"
"346","332"
"633.5","813.5"
"412.5","1181.5"
"383.5","1169"
"334.5","618.5"
"21.5","864"
"517","167.5"
"548.5","407.5"
"186.5","250.5"
"37","154"
"545.5","397"
"691.5","1071"
"768.5","560"
"93.5","271.5"
"87.5","871"
"575","1141.5"
"198","190.5"
"107.5","1045"
"95","244"
"731.5","639.5"
"760.5","1154"
"159","154"
"442","412.5"
"243.5","254.5"
"493","1108"
"475","429"
"462","997"
"330","1061"
"496","253"
"736","544.5"
"386","876"
"58","1038.5"
"765","260.5"
"313.5","604.5"
"474","411.5"
"657","1105.5"
"507.5","400"
"70.5","1184"
"710","320"
"743.5","296.5"
"347.5","915.5"
"208","544.5"
"533","471"
"485","962.5"
"504.5","210.5"
"411","918.5"
"543.5","1024.5"
"499","1013"
"25.5","855"
"268","984"
"454","950.5"
"468","612.5"
"154","617.5"
"163","886"
"43","199"
"312.5","902"
"488.5","1151"
"158","1139"
"284","457"
"477.5","251.5"
"182.5","1056"
"711","268"
"136","142"
"561.5","382.5"
"477.5","1137.5"
"287.5","203"
"711.5","302.5"
"771.5","71"
"701.5","603.5"
"771.5","111.5"
"493","707"
"229","997"
"572.5","1056"
"348.5","1156.5"
"44.5","972.5"
"538","750"
"723","507.5"
"304","951"
"385","970"
"131.5","567.5"
"482.5","478"
"621.5","152"
"192.5","167.5"
"242.5","304"
"338","520"
"302","844.5"
"420","1167.5"
"160","391.5"
"754","426"
"751.5","95"
"494.5","47"
"710","343"
"716","585"
"29","177"
"349.5","1068.5"
"491","22"
"120","1125"
"163.5","28.5"
"607","337.5"
"10.5","406"
"309.5","455"
"35","882.5"
"202.5","697.5"
"733","0"
"200.5","1075"
"336","1176.5"
"35.5","34"
"343","1001"
"464","1111"
"459","896"
"542.5","788.5"
"608.5","422"
"474.5","462.5"
"131.5","1133.5"
"51","850"
"762","981"
"482.5","831.5"
"433","356"
"713.5","568.5"
"756","1055.5"
"742.5","325.5"
"272","193.5"
"770.5","1148"
"560","1099"
"98","138.5"
"227","1108.5"
"286.5","919.5"
"758.5","80.5"
"543","15"
"132.5","991.5"
"751","373.5"
"201.5","669.5"
"594.5","282.5"
"469.5","326.5"
"138.5","147"
"764.5","1137.5"
"74.5","1079.5"
"379.5","862"
"676.5","3.5"
"492","841"
"110","796"
"393.5","288.5"
"26.5","919"
"207.5","1052.5"
"453","180"
"588.5","1171"
"550.5","786.5"
"103.5","1036.5"
"563.5","1181"
"558.5","767.5"
"654.5","776"
"523","462"
"430","376"
"536.5","29"
"335","1032.5"
"199.5","1152"
"754.5","405"
"375.5","435"
"717","685.5"
"515.5","517.5"
"74","776"
"129.5","1042.5"
"682.5","490.5"
"246","504.5"
"528.5","729"
"611.5","861"
"217","156"
"25.5","55"
"135.5","550.5"
"83","596"
"177.5","1154"
"230.5","926"
"87.5","797.5"
"279","382.5"
"335","349.5"
"297","1047"
"609.5","393"
"278.5","42"
"490.5","704"
"557.5","439"
"708.5","648.5"
"569","277"
"770","547.5"
"299.5","950.5"
"390","854"
"40","936"
"719.5","502"
"269","891.5"
"425.5","725.5"
"207","1083"
"418","687.5"
"396.5","1062"
"369","1021"
"403.5","935"
"517.5","542.5"
"148","461.5"
"706.5","1057"
"698","354.5"
"509","829.5"
"378.5","756.5"
"107.5","422"
"548","712.5"
"721.5","334"
"706","662"
"766.5","562.5"
"642","207"
"515","447.5"
"537","1171.5"
"488","1026"
"242.5","482"
"281","1143"
"570","984.5"
"390.5","1180"
"454","397.5"
"126.5","1070.5"
"739.5","187"
"643","237.5"
"335","854"
"541","477"
"672","7"
"144.5","328.5"
"46","341.5"
"537.5","419.5"
"454","1185.5"
"746.5","540.5"
"369","1079"
"238.5","1080"
"644.5","475.5"
"325.5","980.5"
"326.5","1152.5"
"88","691.5"
"19.5","1.5"
"260.5","1112.5"
"532.5","1117.5"
"315","887"
"119","1156.5"
"1.5","250.5"
"680","100"
"187.5","217"
"442","209.5"
"150.5","711.5"
"219","680.5"
"769.5","203"
"199","1118"
"677","745"
"325.5","533"
"581.5","353.5"
"621.5","6"
"64","1035.5"
"189.5","146"
"505.5","898"
"31.5","863"
"494.5","703"
"84.5","1150.5"
"636.5","1071"
"150","630.5"
"428","422"
"670.5","536"
"645.5","427"
"217","208.5"
"718.5","590.5"
"176.5","726.5"
"452.5","1140.5"
"754","440"
"89.5","268.5"
"69.5","21"
"594.5","1004"
"467.5","1111.5"
"706.5","313.5"
"379","1033.5"
"772.5","569.5"
"620.5","1067.5"
"73.5","906.5"
"342.5","1120.5"
"766","551"
"158.5","107.5"
"609.5","234"
"620.5","1180"
"517","1175"
"611","234.5"
"4","1158.5"
"212.5","423.5"
"251","521"
"448","445.5"
"4.5","949"
"387","466.5"
"264","1021.5"
"29.5","1161"
"315.5","973.5"
"693.5","11"
"92","1151"
"167","666.5"
"458","926.5"
"480","207"
"473.5","1148.5"
"757","452"
"518","1029"
"30","208"
"345","1138.5"
"451","92"
"390","920.5"
"259.5","883"
"314","1133.5"
"424.5","993.5"
"767","109"
"208","721"
"735.5","128"
"102","1080"
"475.5","1057"
"410","904"
"238","1025.5"
"552.5","957.5"
"465","987"
"342.5","1033"
"563.5","1182.5"
"641","259"
"50.5","824.5"
"201","89.5"
"138.5","556"
"406","368.5"
"238.5","614"
"463.5","667"
"398","489"
"393","676.5"
"751","246.5"
"603","483"
"287.5","120"
"454","149"
"53.5","799"
"80.5","637"
"480","1009"
"95.5","785.5"
"52","893"
"725","704.5"
"169.5","159"
